"word","sentiment","translatedContent"
"dolphin","sorpresa","delfín"
"dolphin","confianza","delfín"
"dominant","miedo","dominante"
"dominant","negativo","dominante"
"dominate","enfado","dominar"
"dominate","miedo","dominar"
"dominate","negativo","dominar"
"dominate","positivo","dominar"
"domination","enfado","dominación"
"domination","miedo","dominación"
"domination","negativo","dominación"
"domination","tristeza","dominación"
"dominion","miedo","dominio"
"dominion","confianza","dominio"
"don","positivo","don"
"don","confianza","don"
"donation","positivo","donación"
"donkey","desagrado","Burro"
"donkey","negativo","Burro"
"doodle","negativo","garabatear"
"doom","miedo","condenar"
"doom","negativo","condenar"
"doomed","miedo","condenado"
"doomed","negativo","condenado"
"doomed","tristeza","condenado"
"doomsday","enfado","Día del Juicio Final"
"doomsday","anticipacion","Día del Juicio Final"
"doomsday","desagrado","Día del Juicio Final"
"doomsday","miedo","Día del Juicio Final"
"doomsday","negativo","Día del Juicio Final"
"doomsday","tristeza","Día del Juicio Final"
"doubt","miedo","duda"
"doubt","negativo","duda"
"doubt","tristeza","duda"
"doubt","confianza","duda"
"doubtful","negativo","dudoso"
"doubting","negativo","inseguro"
"doubtless","positivo","indudable"
"doubtless","confianza","indudable"
"douche","negativo","ducha"
"dour","negativo","austero"
"dove","anticipacion","paloma"
"dove","alegria","paloma"
"dove","positivo","paloma"
"dove","confianza","paloma"
"downfall","miedo","caída"
"downfall","negativo","caída"
"downfall","tristeza","caída"
"downright","confianza","completamente"
"downy","positivo","velloso"
"drab","negativo","monótono"
"drab","tristeza","monótono"
"draft","anticipacion","sequía"
"dragon","miedo","continuar"
"drainage","negativo","drenaje"
"drawback","negativo","retirarse"
"dread","anticipacion","pavor"
"dread","miedo","pavor"
"dread","negativo","pavor"
"dreadful","enfado","terrible"
"dreadful","anticipacion","terrible"
"dreadful","desagrado","terrible"
"dreadful","miedo","terrible"
"dreadful","negativo","terrible"
"dreadful","tristeza","terrible"
"dreadfully","desagrado","horrorosamente"
"dreadfully","miedo","horrorosamente"
"dreadfully","negativo","horrorosamente"
"dreadfully","tristeza","horrorosamente"
"dreadfully","sorpresa","horrorosamente"
"dreary","negativo","triste"
"dreary","tristeza","triste"
"drinking","negativo","Bebiendo"
"drivel","desagrado","mentiras"
"drivel","negativo","mentiras"
"drone","negativo","zumbido"
"drool","desagrado","babear"
"drooping","negativo","caído"
"drought","negativo","sequía"
"drown","miedo","ahogar"
"drown","negativo","ahogar"
"drown","tristeza","ahogar"
"drowsiness","negativo","somnolencia"
"drudgery","negativo","trabajo penoso"
"drugged","tristeza","drogado"
"drunken","desagrado","borracho"
"drunken","negativo","borracho"
"drunkenness","negativo","embriaguez"
"dubious","miedo","dudoso"
"dubious","negativo","dudoso"
"dubious","confianza","dudoso"
"duel","enfado","duelo"
"duel","anticipacion","duelo"
"duel","miedo","duelo"
"duet","positivo","dueto"
"duke","positivo","duque"
"dull","negativo","aburrido"
"dull","tristeza","aburrido"
"dumb","negativo","tonto"
"dummy","negativo","tonto"
"dumps","enfado","deshecho"
"dumps","negativo","deshecho"
"dumps","tristeza","deshecho"
"dun","negativo","pardo"
"dung","desagrado","estiércol"
"dungeon","miedo","calabozo"
"dungeon","negativo","calabozo"
"dupe","enfado","engañar"
"dupe","negativo","engañar"
"duplicity","enfado","duplicidad"
"duplicity","negativo","duplicidad"
"durability","positivo","durabilidad"
"durability","confianza","durabilidad"
"durable","positivo","durable"
"durable","confianza","durable"
"duress","enfado","coacción"
"duress","desagrado","coacción"
"duress","miedo","coacción"
"duress","negativo","coacción"
"duress","tristeza","coacción"
"dust","negativo","polvo"
"dutiful","anticipacion","obediente"
"dutiful","positivo","obediente"
"dutiful","confianza","obediente"
"dwarfed","miedo","empequeñecido"
"dwarfed","negativo","empequeñecido"
"dwarfed","tristeza","empequeñecido"
"dying","enfado","muriendo"
"dying","desagrado","muriendo"
"dying","miedo","muriendo"
"dying","negativo","muriendo"
"dying","tristeza","muriendo"
"dynamic","sorpresa","dinámica"
"dysentery","desagrado","disentería"
"dysentery","negativo","disentería"
"dysentery","tristeza","disentería"
"eager","anticipacion","ansioso"
"eager","alegria","ansioso"
"eager","positivo","ansioso"
"eager","sorpresa","ansioso"
"eager","confianza","ansioso"
"eagerness","anticipacion","afán"
"eagerness","alegria","afán"
"eagerness","positivo","afán"
"eagerness","confianza","afán"
"eagle","confianza","águila"
"earl","positivo","conde"
"earn","positivo","ganar"
"earnest","positivo","serio"
"earnestly","positivo","formalmente"
"earnestness","positivo","seriedad"
"earthquake","enfado","terremoto"
"earthquake","miedo","terremoto"
"earthquake","negativo","terremoto"
"earthquake","tristeza","terremoto"
"earthquake","sorpresa","terremoto"
"ease","positivo","facilitar"
"easement","positivo","comodidad"
"easygoing","positivo","de trato fácil"
"eat","positivo","comer"
"eavesdropping","negativo","espionaje"
"economy","confianza","economía"
"ecstasy","anticipacion","éxtasis"
"ecstasy","alegria","éxtasis"
"ecstasy","positivo","éxtasis"
"ecstatic","anticipacion","extático"
"ecstatic","alegria","extático"
"ecstatic","positivo","extático"
"ecstatic","sorpresa","extático"
"edict","miedo","edicto"
"edict","negativo","edicto"
"edification","anticipacion","edificación"
"edification","alegria","edificación"
"edification","positivo","edificación"
"edification","confianza","edificación"
"edition","anticipacion","edición"
"educate","positivo","educar"
"educated","positivo","educado"
"educational","positivo","educativo"
"educational","confianza","educativo"
"eel","miedo","Anguila"
"effective","positivo","eficaz"
"effective","confianza","eficaz"
"effeminate","negativo","afeminado"
"efficacy","positivo","eficacia"
"efficiency","positivo","eficiencia"
"efficient","anticipacion","eficiente"
"efficient","positivo","eficiente"
"efficient","confianza","eficiente"
"effigy","enfado","efigie"
"effort","positivo","esfuerzo"
"egotistical","desagrado","ególatra"
"egotistical","negativo","ególatra"
"egregious","enfado","enorme"
"egregious","desagrado","enorme"
"egregious","negativo","enorme"
"ejaculation","anticipacion","eyaculación"
"ejaculation","alegria","eyaculación"
"ejaculation","positivo","eyaculación"
"ejaculation","sorpresa","eyaculación"
"ejaculation","confianza","eyaculación"
"eject","negativo","expulsar"
"ejection","negativo","expulsión"
"elaboration","positivo","elaboración"
"elated","alegria","exaltado"
"elated","positivo","exaltado"
"elbow","enfado","codo"
"elder","positivo","mayor"
"elder","confianza","mayor"
"elders","positivo","ancianos"
"elders","confianza","ancianos"
"elect","positivo","electo"
"elect","confianza","electo"
"electorate","confianza","electorado"
"electric","alegria","eléctrico"
"electric","positivo","eléctrico"
"electric","sorpresa","eléctrico"
"electricity","positivo","electricidad"
"elegance","anticipacion","elegancia"
"elegance","alegria","elegancia"
"elegance","positivo","elegancia"
"elegance","confianza","elegancia"
"elegant","alegria","elegante"
"elegant","positivo","elegante"
"elevation","anticipacion","elevación"
"elevation","miedo","elevación"
"elevation","alegria","elevación"
"elevation","positivo","elevación"
"elevation","confianza","elevación"
"elf","enfado","duende"
"elf","desagrado","duende"
"elf","miedo","duende"
"eligible","positivo","elegible"
"elimination","enfado","eliminación"
"elimination","desagrado","eliminación"
"elimination","miedo","eliminación"
"elimination","negativo","eliminación"
"elimination","tristeza","eliminación"
"elite","anticipacion","élite"
"elite","alegria","élite"
"elite","positivo","élite"
"elite","confianza","élite"
"eloquence","positivo","elocuencia"
"eloquent","positivo","elocuente"
"elucidate","positivo","dilucidar"
"elucidate","confianza","dilucidar"
"elusive","negativo","elusivo"
"elusive","sorpresa","elusivo"
"emaciated","miedo","demacrado"
"emaciated","negativo","demacrado"
"emaciated","tristeza","demacrado"
"emancipation","anticipacion","emancipación"
"emancipation","alegria","emancipación"
"emancipation","positivo","emancipación"
"embargo","negativo","embargo"
"embarrass","negativo","avergonzar"
"embarrass","tristeza","avergonzar"
"embarrassing","negativo","embarazoso"
"embarrassment","miedo","vergüenza"
"embarrassment","negativo","vergüenza"
"embarrassment","tristeza","vergüenza"
"embarrassment","sorpresa","vergüenza"
"embezzlement","negativo","malversación"
"embolism","miedo","embolia"
"embolism","negativo","embolia"
"embolism","tristeza","embolia"
"embrace","anticipacion","abrazo"
"embrace","alegria","abrazo"
"embrace","positivo","abrazo"
"embrace","sorpresa","abrazo"
"embrace","confianza","abrazo"
"embroiled","negativo","embrollado"
"emergency","miedo","emergencia"
"emergency","negativo","emergencia"
"emergency","tristeza","emergencia"
"emergency","sorpresa","emergencia"
"emeritus","positivo","emeritus"
"eminence","positivo","eminencia"
"eminence","confianza","eminencia"
"eminent","positivo","eminente"
"eminently","positivo","eminentemente"
"emir","positivo","emir"
"empathy","positivo","empatía"
"emphasize","confianza","enfatizar"
"employ","confianza","emplear"
"empower","positivo","autorizar"
"emptiness","tristeza","vacío"
"emulate","positivo","emular"
"enable","positivo","habilitar"
"enable","confianza","habilitar"
"enablement","positivo","habilitación"
"enablement","confianza","habilitación"
"enchant","anticipacion","encantar"
"enchant","alegria","encantar"
"enchant","positivo","encantar"
"enchant","sorpresa","encantar"
"enchanted","alegria","encantado"
"enchanted","positivo","encantado"
"enchanted","confianza","encantado"
"enchanting","anticipacion","encantador"
"enchanting","alegria","encantador"
"enchanting","positivo","encantador"
"enclave","negativo","enclave"
"encore","positivo","bis"
"encourage","alegria","alentar"
"encourage","positivo","alentar"
"encourage","confianza","alentar"
"encouragement","positivo","ánimo"
"encroachment","miedo","invasión"
"encroachment","negativo","invasión"
"encumbrance","enfado","gravamen"
"encumbrance","miedo","gravamen"
"encumbrance","negativo","gravamen"
"encumbrance","tristeza","gravamen"
"encyclopedia","positivo","enciclopedia"
"encyclopedia","confianza","enciclopedia"
"endenfado","anticipacion","poner en peligro"
"endenfado","miedo","poner en peligro"
"endenfado","negativo","poner en peligro"
"endenfadoed","miedo","en peligro de extinción"
"endenfadoed","negativo","en peligro de extinción"
"endeavor","anticipacion","esfuerzo"
"endeavor","positivo","esfuerzo"
"endemic","desagrado","endémico"
"endemic","miedo","endémico"
"endemic","negativo","endémico"
"endemic","tristeza","endémico"
"endless","enfado","sin fin"
"endless","miedo","sin fin"
"endless","alegria","sin fin"
"endless","negativo","sin fin"
"endless","positivo","sin fin"
"endless","tristeza","sin fin"
"endless","confianza","sin fin"
"endocarditis","miedo","endocarditis"
"endocarditis","tristeza","endocarditis"
"endow","positivo","dotar"
"endow","confianza","dotar"
"endowed","positivo","dotado"
"endowment","positivo","dotación"
"endowment","confianza","dotación"
"endurance","positivo","resistencia"
"endure","positivo","soportar"
"enema","desagrado","enema"
"enemy","enfado","enemigo"
"enemy","desagrado","enemigo"
"enemy","miedo","enemigo"
"enemy","negativo","enemigo"
"energetic","positivo","energético"
"enforce","enfado","hacer cumplir"
"enforce","miedo","hacer cumplir"
"enforce","negativo","hacer cumplir"
"enforce","positivo","hacer cumplir"
"enforcement","negativo","aplicación"
"engaged","anticipacion","comprometido"
"engaged","alegria","comprometido"
"engaged","positivo","comprometido"
"engaged","confianza","comprometido"
"engaging","alegria","atractivo"
"engaging","positivo","atractivo"
"engaging","confianza","atractivo"
"engulf","anticipacion","sumergir"
"enhance","positivo","mejorar"
"enigmatic","miedo","enigmático"
"enigmatic","negativo","enigmático"
"enalegria","anticipacion","disfrutar"
"enalegria","alegria","disfrutar"
"enalegria","positivo","disfrutar"
"enalegria","confianza","disfrutar"
"enalegriaing","anticipacion","disfrutando"
"enalegriaing","alegria","disfrutando"
"enalegriaing","positivo","disfrutando"
"enalegriaing","confianza","disfrutando"
"enlighten","alegria","iluminar"
"enlighten","positivo","iluminar"
"enlighten","confianza","iluminar"
"enlightenment","alegria","iluminación"
"enlightenment","positivo","iluminación"
"enlightenment","confianza","iluminación"
"enliven","alegria","animar"
"enliven","positivo","animar"
"enliven","sorpresa","animar"
"enliven","confianza","animar"
"enmity","enfado","enemistad"
"enmity","miedo","enemistad"
"enmity","negativo","enemistad"
"enmity","tristeza","enemistad"
"enrich","positivo","enriquecer"
"enroll","anticipacion","inscribirse"
"enroll","confianza","inscribirse"
"ensemble","positivo","conjunto"
"ensemble","confianza","conjunto"
"ensign","positivo","bandera"
"enslave","negativo","esclavizar"
"enslaved","enfado","esclavizado"
"enslaved","desagrado","esclavizado"
"enslaved","miedo","esclavizado"
"enslaved","negativo","esclavizado"
"enslaved","tristeza","esclavizado"
"enslavement","negativo","esclavitud"
"entangled","enfado","enredado"
"entangled","desagrado","enredado"
"entangled","miedo","enredado"
"entangled","negativo","enredado"
"entangled","tristeza","enredado"
"entanglement","negativo","entrelazamiento"
"enterprising","positivo","emprendedor"
"entertain","alegria","entretener"
"entertain","positivo","entretener"
"entertained","alegria","entretenido"
"entertained","positivo","entretenido"
"entertaining","anticipacion","entretenido"
"entertaining","alegria","entretenido"
"entertaining","positivo","entretenido"
"entertainment","anticipacion","entretenimiento"
"entertainment","alegria","entretenimiento"
"entertainment","positivo","entretenimiento"
"entertainment","sorpresa","entretenimiento"
"entertainment","confianza","entretenimiento"
"enthusiasm","anticipacion","entusiasmo"
"enthusiasm","alegria","entusiasmo"
"enthusiasm","positivo","entusiasmo"
"enthusiasm","sorpresa","entusiasmo"
"enthusiast","anticipacion","entusiasta"
"enthusiast","alegria","entusiasta"
"enthusiast","positivo","entusiasta"
"enthusiast","sorpresa","entusiasta"
"entrails","desagrado","entrañas"
"entrails","negativo","entrañas"
"enconfianza","confianza","confiar"
"envious","negativo","envidioso"
"environ","positivo","reinar"
"ephemeris","positivo","efemérides"
"epic","positivo","épico"
"epidemic","enfado","epidemia"
"epidemic","anticipacion","epidemia"
"epidemic","desagrado","epidemia"
"epidemic","miedo","epidemia"
"epidemic","negativo","epidemia"
"epidemic","tristeza","epidemia"
"epidemic","sorpresa","epidemia"
"epilepsy","negativo","epilepsia"
"episcopal","confianza","episcopal"
"epitaph","tristeza","epitafio"
"epitome","positivo","epítome"
"equality","alegria","igualdad"
"equality","positivo","igualdad"
"equality","confianza","igualdad"
"equally","positivo","Igualmente"
"equilibrium","positivo","equilibrio"
"equity","positivo","capital"
"eradicate","enfado","erradicar"
"eradicate","negativo","erradicar"
"eradication","enfado","erradicación"
"eradication","desagrado","erradicación"
"eradication","miedo","erradicación"
"eradication","negativo","erradicación"
"erase","miedo","borrar"
"erase","negativo","borrar"
"erosion","negativo","erosión"
"erotic","anticipacion","erótico"
"erotic","alegria","erótico"
"erotic","negativo","erótico"
"erotic","positivo","erótico"
"erotic","sorpresa","erótico"
"erotic","confianza","erótico"
"err","negativo","errar"
"errand","anticipacion","recado"
"errand","positivo","recado"
"errand","confianza","recado"
"errant","negativo","andante"
"erratic","negativo","errático"
"erratic","sorpresa","errático"
"erratum","negativo","errata"
"erroneous","negativo","erróneo"
"error","negativo","error"
"error","tristeza","error"
"erudite","positivo","erudito"
"erupt","enfado","estallar"
"erupt","negativo","estallar"
"erupt","sorpresa","estallar"
"eruption","enfado","erupción"
"eruption","miedo","erupción"
"eruption","negativo","erupción"
"eruption","sorpresa","erupción"
"escalate","enfado","escalar"
"escalate","negativo","escalar"
"escape","anticipacion","escapar"
"escape","miedo","escapar"
"escape","negativo","escapar"
"escape","positivo","escapar"
"escaped","miedo","escapado"
"eschew","enfado","evitar"
"eschew","negativo","evitar"
"eschew","tristeza","evitar"
"escort","confianza","escolta"
"espionage","negativo","espionaje"
"esprit","positivo","espíritu"
"essential","positivo","esencial"
"establish","confianza","establecer"
"established","alegria","establecido"
"established","positivo","establecido"
"esteem","alegria","estima"
"esteem","positivo","estima"
"esteem","tristeza","estima"
"esteem","confianza","estima"
"esthetic","positivo","estético"
"estranged","negativo","distanciado"
"ethereal","miedo","etéreo"
"ethical","positivo","ético"
"ethics","positivo","ética"
"euthanasia","miedo","eutanasia"
"euthanasia","negativo","eutanasia"
"euthanasia","tristeza","eutanasia"
"evacuate","miedo","evacuar"
"evacuate","negativo","evacuar"
"evacuation","negativo","evacuación"
"evade","enfado","evadir"
"evade","desagrado","evadir"
"evade","miedo","evadir"
"evade","negativo","evadir"
"evanescence","tristeza","evanescencia"
"evanescence","sorpresa","evanescencia"
"evasion","miedo","evasión"
"evasion","negativo","evasión"
"evasion","tristeza","evasión"
"eventual","anticipacion","eventual"
"eventuality","anticipacion","eventualidad"
"eventuality","miedo","eventualidad"
"evergreen","alegria","hojas perennes"
"evergreen","positivo","hojas perennes"
"evergreen","confianza","hojas perennes"
"everlasting","positivo","eterno"
"evict","negativo","desalojar"
"evict","tristeza","desalojar"
"eviction","enfado","desalojo"
"eviction","desagrado","desalojo"
"eviction","miedo","desalojo"
"eviction","negativo","desalojo"
"eviction","tristeza","desalojo"
"evident","positivo","evidente"
"evident","confianza","evidente"
"evil","enfado","mal"
"evil","desagrado","mal"
"evil","miedo","mal"
"evil","negativo","mal"
"evil","tristeza","mal"
"evolution","positivo","evolución"
"exacerbate","negativo","exacerbar"
"exacerbation","enfado","exacerbación"
"exacerbation","miedo","exacerbación"
"exacerbation","negativo","exacerbación"
"exacting","negativo","exigente"
"exaggerate","enfado","exagerar"
"exaggerate","negativo","exagerar"
"exaggerated","negativo","exagerado"
"exalt","anticipacion","exaltar"
"exalt","alegria","exaltar"
"exalt","positivo","exaltar"
"exalt","confianza","exaltar"
"exaltation","alegria","exaltación"
"exaltation","positivo","exaltación"
"exaltation","confianza","exaltación"
"exalted","alegria","exaltado"
"exalted","positivo","exaltado"
"exalted","confianza","exaltado"
"examination","miedo","examen"
"examination","negativo","examen"
"examination","sorpresa","examen"
"exasperation","enfado","exasperación"
"exasperation","desagrado","exasperación"
"exasperation","negativo","exasperación"
"excavation","anticipacion","excavación"
"excavation","negativo","excavación"
"excavation","sorpresa","excavación"
"exceed","anticipacion","exceder"
"exceed","alegria","exceder"
"exceed","positivo","exceder"
"excel","anticipacion","sobresalir"
"excel","alegria","sobresalir"
"excel","positivo","sobresalir"
"excel","sorpresa","sobresalir"
"excel","confianza","sobresalir"
"excellence","desagrado","excelencia"
"excellence","alegria","excelencia"
"excellence","positivo","excelencia"
"excellence","confianza","excelencia"
"excellent","alegria","excelente"
"excellent","positivo","excelente"
"excellent","confianza","excelente"
"excess","negativo","exceso"
"exchange","positivo","intercambiar"
"exchange","confianza","intercambiar"
"excise","negativo","extirpar"
"excitable","positivo","excitable"
"excitation","enfado","excitación"
"excitation","anticipacion","excitación"
"excitation","miedo","excitación"
"excitation","alegria","excitación"
"excitation","positivo","excitación"
"excitation","sorpresa","excitación"
"excite","enfado","excitar"
"excite","anticipacion","excitar"
"excite","miedo","excitar"
"excite","alegria","excitar"
"excite","positivo","excitar"
"excite","sorpresa","excitar"
"excited","anticipacion","emocionado"
"excited","alegria","emocionado"
"excited","positivo","emocionado"
"excited","sorpresa","emocionado"
"excited","confianza","emocionado"
"excitement","anticipacion","emoción"
"excitement","alegria","emoción"
"excitement","positivo","emoción"
"excitement","sorpresa","emoción"
"exciting","anticipacion","emocionante"
"exciting","alegria","emocionante"
"exciting","positivo","emocionante"
"exciting","sorpresa","emocionante"
"exclaim","sorpresa","exclamar"
"excluded","desagrado","excluido"
"excluded","negativo","excluido"
"excluded","tristeza","excluido"
"excluding","negativo","Excluyendo"
"excluding","tristeza","Excluyendo"
"exclusion","desagrado","exclusión"
"exclusion","miedo","exclusión"
"exclusion","negativo","exclusión"
"exclusion","tristeza","exclusión"
"excrement","desagrado","excremento"
"excrement","negativo","excremento"
"excretion","desagrado","excreción"
"excruciating","miedo","agudísimo"
"excruciating","negativo","agudísimo"
"excuse","negativo","excusa"
"execution","enfado","ejecución"
"execution","miedo","ejecución"
"execution","negativo","ejecución"
"execution","tristeza","ejecución"
"execution","confianza","ejecución"
"executioner","enfado","verdugo"
"executioner","miedo","verdugo"
"executioner","negativo","verdugo"
"executioner","tristeza","verdugo"
"executor","confianza","ejecutor"
"exemplary","positivo","ejemplar"
"exemption","positivo","exención"
"exhaust","negativo","cansada"
"exhausted","negativo","agotado"
"exhausted","tristeza","agotado"
"exhaustion","anticipacion","agotamiento"
"exhaustion","negativo","agotamiento"
"exhaustion","tristeza","agotamiento"
"exhaustive","confianza","exhaustivo"
"exhilaration","alegria","regocijo"
"exhilaration","positivo","regocijo"
"exhilaration","sorpresa","regocijo"
"exhort","positivo","exhortar"
"exhortation","positivo","exhortación"
"exigent","anticipacion","exigente"
"exigent","desagrado","exigente"
"exigent","miedo","exigente"
"exigent","negativo","exigente"
"exigent","sorpresa","exigente"
"exile","enfado","exilio"
"exile","miedo","exilio"
"exile","negativo","exilio"
"exile","tristeza","exilio"
"existence","positivo","existencia"
"exorcism","miedo","exorcismo"
"exorcism","negativo","exorcismo"
"exorcism","tristeza","exorcismo"
"exotic","positivo","exótico"
"expatriate","negativo","expatriado"
"expect","anticipacion","esperar"
"expect","positivo","esperar"
"expect","sorpresa","esperar"
"expect","confianza","esperar"
"expectancy","anticipacion","expectativa"
"expectant","anticipacion","expectante"
"expectation","anticipacion","expectativa"
"expectation","positivo","expectativa"
"expected","anticipacion","esperado"
"expecting","anticipacion","esperando"
"expedient","alegria","conveniente"
"expedient","positivo","conveniente"
"expedient","confianza","conveniente"
"expedition","anticipacion","expedición"
"expedition","positivo","expedición"
"expel","enfado","expulsar"
"expel","desagrado","expulsar"
"expel","miedo","expulsar"
"expel","negativo","expulsar"
"expel","tristeza","expulsar"
"expenditure","negativo","gasto"
"expenses","negativo","gastos"
"experienced","positivo","experimentado"
"experienced","confianza","experimentado"
"experiment","anticipacion","experimentar"
"experiment","sorpresa","experimentar"
"expert","positivo","experto"
"expert","confianza","experto"
"expertise","positivo","pericia"
"expertise","confianza","pericia"
"expire","negativo","expirar"
"expire","tristeza","expirar"
"expired","negativo","Caducado"
"explain","positivo","explique"
"explain","confianza","explique"
"expletive","enfado","expletivo"
"expletive","negativo","expletivo"
"explode","enfado","explotar"
"explode","miedo","explotar"
"explode","negativo","explotar"
"explode","tristeza","explotar"
"explode","sorpresa","explotar"
"explore","anticipacion","explorar"
"explosion","miedo","explosión"
"explosion","negativo","explosión"
"explosion","sorpresa","explosión"
"explosive","enfado","explosivo"
"explosive","anticipacion","explosivo"
"explosive","miedo","explosivo"
"explosive","negativo","explosivo"
"explosive","sorpresa","explosivo"
"expose","anticipacion","exponer"
"expose","miedo","exponer"
"exposed","negativo","expuesto"
"expropriation","negativo","expropiación"
"expulsion","enfado","expulsión"
"expulsion","desagrado","expulsión"
"expulsion","miedo","expulsión"
"expulsion","negativo","expulsión"
"expulsion","tristeza","expulsión"
"exquisite","alegria","Exquisito"
"exquisite","positivo","Exquisito"
"exquisitely","positivo","exquisitamente"
"extend","positivo","ampliar"
"extensive","positivo","extenso"
"exterminate","miedo","exterminar"
"exterminate","negativo","exterminar"
"exterminate","tristeza","exterminar"
"extermination","enfado","exterminio"
"extermination","miedo","exterminio"
"extermination","negativo","exterminio"
"extinct","negativo","extinto"
"extinct","tristeza","extinto"
"extinguish","enfado","extinguir"
"extinguish","negativo","extinguir"
"extra","positivo","extra"
"extrajudicial","miedo","extrajudicial"
"extrajudicial","negativo","extrajudicial"
"extraordinary","positivo","extraordinario"
"extremity","negativo","extremidad"
"extricate","anticipacion","librar"
"extricate","positivo","librar"
"exuberance","alegria","exuberancia"
"exuberance","positivo","exuberancia"
"eyewitness","confianza","testigo ocular"
"fabricate","negativo","fabricar"
"fabrication","negativo","fabricación"
"fabrication","confianza","fabricación"
"facilitate","positivo","facilitar"
"fact","confianza","hecho"
"facts","positivo","hechos"
"facts","confianza","hechos"
"faculty","positivo","facultad"
"faculty","confianza","facultad"
"fade","negativo","desvanecerse"
"faeces","desagrado","excrementos"
"faeces","negativo","excrementos"
"failing","enfado","defecto"
"failing","anticipacion","defecto"
"failing","miedo","defecto"
"failing","negativo","defecto"
"failing","tristeza","defecto"
"failure","desagrado","fracaso"
"failure","miedo","fracaso"
"failure","negativo","fracaso"
"failure","tristeza","fracaso"
"fain","anticipacion","fain"
"fain","alegria","fain"
"fain","positivo","fain"
"fain","confianza","fain"
"fainting","miedo","desmayo"
"fainting","negativo","desmayo"
"fainting","tristeza","desmayo"
"fainting","sorpresa","desmayo"
"fair","positivo","justa"
"fairly","positivo","bastante"
"fairly","confianza","bastante"
"faith","anticipacion","fe"
"faith","alegria","fe"
"faith","positivo","fe"
"faith","confianza","fe"
"faithful","positivo","fiel"
"faithful","confianza","fiel"
"faithless","negativo","desleal"
"faithless","tristeza","desleal"
"fake","negativo","falso"
"fall","negativo","otoño"
"fall","tristeza","otoño"
"fallacious","enfado","erróneo"
"fallacious","negativo","erróneo"
"fallacy","negativo","falacia"
"fallible","negativo","falible"
"falling","negativo","que cae"
"falling","tristeza","que cae"
"fallow","negativo","barbecho"
"falsehood","enfado","falsedad"
"falsehood","negativo","falsedad"
"falsehood","confianza","falsedad"
"falsely","negativo","falsamente"
"falsification","enfado","falsificación"
"falsification","negativo","falsificación"
"falsify","desagrado","falsificar"
"falsify","negativo","falsificar"
"falsity","desagrado","falsedad"
"falsity","negativo","falsedad"
"falter","miedo","desfallecer"
"falter","negativo","desfallecer"
"fame","positivo","fama"
"familiar","positivo","familiar"
"familiar","confianza","familiar"
"familiarity","anticipacion","familiaridad"
"familiarity","alegria","familiaridad"
"familiarity","positivo","familiaridad"
"familiarity","confianza","familiaridad"
"famine","negativo","hambruna"
"famine","tristeza","hambruna"
"famous","positivo","famoso"
"famously","positivo","famosamente"
"fanatic","negativo","fanático"
"fanaticism","miedo","fanatismo"
"fancy","anticipacion","lujoso"
"fancy","alegria","lujoso"
"fancy","positivo","lujoso"
"fanfare","anticipacion","trompeteo"
"fanfare","alegria","trompeteo"
"fanfare","positivo","trompeteo"
"fanfare","sorpresa","trompeteo"
"fang","miedo","colmillo"
"fangs","miedo","colmillos"
"farce","negativo","farsa"
"farcical","desagrado","absurdo"
"farcical","negativo","absurdo"
"farm","anticipacion","granja"
"fascinating","positivo","fascinante"
"fascination","positivo","fascinación"
"fashionable","positivo","de moda"
"fasting","negativo","rápido"
"fasting","tristeza","rápido"
"fat","desagrado","grasa"
"fat","negativo","grasa"
"fat","tristeza","grasa"
"fatal","enfado","fatal"
"fatal","miedo","fatal"
"fatal","negativo","fatal"
"fatal","tristeza","fatal"
"fatality","miedo","fatalidad"
"fatality","negativo","fatalidad"
"fatality","tristeza","fatalidad"
"fate","anticipacion","destino"
"fate","negativo","destino"
"father","confianza","padre"
"fatigue","negativo","fatiga"
"fatigued","negativo","fatigado"
"fatigued","tristeza","fatigado"
"fatty","desagrado","graso"
"fatty","negativo","graso"
"fatty","tristeza","graso"
"fault","negativo","culpa"
"fault","tristeza","culpa"
"faultless","positivo","impecable"
"faultless","confianza","impecable"
"faulty","negativo","defectuoso"
"favorable","anticipacion","favorable"
"favorable","alegria","favorable"
"favorable","positivo","favorable"
"favorable","sorpresa","favorable"
"favorable","confianza","favorable"
"favorite","alegria","favorito"
"favorite","positivo","favorito"
"favorite","confianza","favorito"
"favoritism","positivo","favoritismo"
"fawn","negativo","adular"
"miedo","enfado","miedo"
"miedo","miedo","miedo"
"miedo","negativo","miedo"
"miedoful","miedo","temeroso"
"miedoful","negativo","temeroso"
"miedoful","tristeza","temeroso"
"miedofully","miedo","con miedo"
"miedofully","negativo","con miedo"
"miedofully","tristeza","con miedo"
"miedofully","sorpresa","con miedo"
"miedoing","miedo","temeroso"
"miedoing","negativo","temeroso"
"miedoless","miedo","audaz"
"miedoless","positivo","audaz"
"feat","anticipacion","Con"
"feat","alegria","Con"
"feat","positivo","Con"
"feat","sorpresa","Con"
"feature","positivo","característica"
"febrile","negativo","febril"
"fecal","desagrado","fecal"
"fecal","negativo","fecal"
"feces","desagrado","heces"
"feces","negativo","heces"
"fee","enfado","cuota"
"fee","negativo","cuota"
"feeble","negativo","débil"
"feeble","tristeza","débil"
"feeling","enfado","sensación"
"feeling","anticipacion","sensación"
"feeling","desagrado","sensación"
"feeling","miedo","sensación"
"feeling","alegria","sensación"
"feeling","negativo","sensación"
"feeling","positivo","sensación"
"feeling","tristeza","sensación"
